eurostat: demo_r_pjangrp3 (nuts3)
  ITH58: no ISO3 for Eurostat country code 'IT'; skipped
  ITH59: no ISO3 for Eurostat country code 'IT'; skipped
  ITI11: no ISO3 for Eurostat country code 'IT'; skipped
  ITI12: no ISO3 for Eurostat country code 'IT'; skipped
  ITI13: no ISO3 for Eurostat country code 'IT'; skipped
  ITI14: no ISO3 for Eurostat country code 'IT'; skipped
  ITI15: no ISO3 for Eurostat country code 'IT'; skipped
  ITI16: no ISO3 for Eurostat country code 'IT'; skipped
  ITI17: no ISO3 for Eurostat country code 'IT'; skipped
  ITI18: no ISO3 for Eurostat country code 'IT'; skipped
  ITI19: no ISO3 for Eurostat country code 'IT'; skipped
  ITI1A: no ISO3 for Eurostat country code 'IT'; skipped
  ITI21: no ISO3 for Eurostat country code 'IT'; skipped
  ITI22: no ISO3 for Eurostat country code 'IT'; skipped
  ITI31: no ISO3 for Eurostat country code 'IT'; skipped
  ITI32: no ISO3 for Eurostat country code 'IT'; skipped
  ITI33: no ISO3 for Eurostat country code 'IT'; skipped
  ITI34: no ISO3 for Eurostat country code 'IT'; skipped
  ITI35: no ISO3 for Eurostat country code 'IT'; skipped
  ITI41: no ISO3 for Eurostat country code 'IT'; skipped
  ITI42: no ISO3 for Eurostat country code 'IT'; skipped
  ITI43: no ISO3 for Eurostat country code 'IT'; skipped
  ITI44: no ISO3 for Eurostat country code 'IT'; skipped
  ITI45: no ISO3 for Eurostat country code 'IT'; skipped
  LI000: no ISO3 for Eurostat country code 'LI'; skipped
  LT011: no ISO3 for Eurostat country code 'LT'; skipped
  LT021: no ISO3 for Eurostat country code 'LT'; skipped
  LT022: no ISO3 for Eurostat country code 'LT'; skipped
  LT023: no ISO3 for Eurostat country code 'LT'; skipped
  LT024: no ISO3 for Eurostat country code 'LT'; skipped
  LT025: no ISO3 for Eurostat country code 'LT'; skipped
  LT026: no ISO3 for Eurostat country code 'LT'; skipped
  LT027: no ISO3 for Eurostat country code 'LT'; skipped
  LT028: no ISO3 for Eurostat country code 'LT'; skipped
  LT029: no ISO3 for Eurostat country code 'LT'; skipped
  LU000: no ISO3 for Eurostat country code 'LU'; skipped
  LV003: no ISO3 for Eurostat country code 'LV'; skipped
  LV005: no ISO3 for Eurostat country code 'LV'; skipped
  LV006: no ISO3 for Eurostat country code 'LV'; skipped
  LV007: no ISO3 for Eurostat country code 'LV'; skipped
  LV008: no ISO3 for Eurostat country code 'LV'; skipped
  LV009: no ISO3 for Eurostat country code 'LV'; skipped
  LV00A: no ISO3 for Eurostat country code 'LV'; skipped
  LV00B: no ISO3 for Eurostat country code 'LV'; skipped
  LV00C: no ISO3 for Eurostat country code 'LV'; skipped
  ME000: no ISO3 for Eurostat country code 'ME'; skipped
  MK001: no ISO3 for Eurostat country code 'MK'; skipped
  MK002: no ISO3 for Eurostat country code 'MK'; skipped
  MK003: no ISO3 for Eurostat country code 'MK'; skipped
  MK004: no ISO3 for Eurostat country code 'MK'; skipped
  MK005: no ISO3 for Eurostat country code 'MK'; skipped
  MK006: no ISO3 for Eurostat country code 'MK'; skipped
  MK007: no ISO3 for Eurostat country code 'MK'; skipped
  MK008: no ISO3 for Eurostat country code 'MK'; skipped
  MKXXX: no ISO3 for Eurostat country code 'MK'; skipped
  MT001: no ISO3 for Eurostat country code 'MT'; skipped
  MT002: no ISO3 for Eurostat country code 'MT'; skipped
  NL111: no ISO3 for Eurostat country code 'NL'; skipped
  NL112: no ISO3 for Eurostat country code 'NL'; skipped
  NL113: no ISO3 for Eurostat country code 'NL'; skipped
  NL114: no ISO3 for Eurostat country code 'NL'; skipped
  NL115: no ISO3 for Eurostat country code 'NL'; skipped
  NL124: no ISO3 for Eurostat country code 'NL'; skipped
  NL125: no ISO3 for Eurostat country code 'NL'; skipped
  NL126: no ISO3 for Eurostat country code 'NL'; skipped
  NL127: no ISO3 for Eurostat country code 'NL'; skipped
  NL128: no ISO3 for Eurostat country code 'NL'; skipped
  NL131: no ISO3 for Eurostat country code 'NL'; skipped
  NL132: no ISO3 for Eurostat country code 'NL'; skipped
  NL133: no ISO3 for Eurostat country code 'NL'; skipped
  NL211: no ISO3 for Eurostat country code 'NL'; skipped
  NL212: no ISO3 for Eurostat country code 'NL'; skipped
  NL213: no ISO3 for Eurostat country code 'NL'; skipped
  NL221: no ISO3 for Eurostat country code 'NL'; skipped
  NL224: no ISO3 for Eurostat country code 'NL'; skipped
  NL225: no ISO3 for Eurostat country code 'NL'; skipped
  NL226: no ISO3 for Eurostat country code 'NL'; skipped
  NL230: no ISO3 for Eurostat country code 'NL'; skipped
  NL310: no ISO3 for Eurostat country code 'NL'; skipped
  NL321: no ISO3 for Eurostat country code 'NL'; skipped
  NL323: no ISO3 for Eurostat country code 'NL'; skipped
  NL324: no ISO3 for Eurostat country code 'NL'; skipped
  NL325: no ISO3 for Eurostat country code 'NL'; skipped
  NL327: no ISO3 for Eurostat country code 'NL'; skipped
  NL328: no ISO3 for Eurostat country code 'NL'; skipped
  NL329: no ISO3 for Eurostat country code 'NL'; skipped
  NL32A: no ISO3 for Eurostat country code 'NL'; skipped
  NL32B: no ISO3 for Eurostat country code 'NL'; skipped
  NL332: no ISO3 for Eurostat country code 'NL'; skipped
  NL333: no ISO3 for Eurostat country code 'NL'; skipped
  NL337: no ISO3 for Eurostat country code 'NL'; skipped
  NL33A: no ISO3 for Eurostat country code 'NL'; skipped
  NL33B: no ISO3 for Eurostat country code 'NL'; skipped
  NL33C: no ISO3 for Eurostat country code 'NL'; skipped
  NL341: no ISO3 for Eurostat country code 'NL'; skipped
  NL342: no ISO3 for Eurostat country code 'NL'; skipped
  NL350: no ISO3 for Eurostat country code 'NL'; skipped
  NL361: no ISO3 for Eurostat country code 'NL'; skipped
  NL362: no ISO3 for Eurostat country code 'NL'; skipped
  NL363: no ISO3 for Eurostat country code 'NL'; skipped
  NL364: no ISO3 for Eurostat country code 'NL'; skipped
  NL365: no ISO3 for Eurostat country code 'NL'; skipped
  NL366: no ISO3 for Eurostat country code 'NL'; skipped
  NL411: no ISO3 for Eurostat country code 'NL'; skipped
  NL412: no ISO3 for Eurostat country code 'NL'; skipped
  NL413: no ISO3 for Eurostat country code 'NL'; skipped
  NL414: no ISO3 for Eurostat country code 'NL'; skipped
  NL415: no ISO3 for Eurostat country code 'NL'; skipped
  NL416: no ISO3 for Eurostat country code 'NL'; skipped
  NL421: no ISO3 for Eurostat country code 'NL'; skipped
  NL422: no ISO3 for Eurostat country code 'NL'; skipped
  NL423: no ISO3 for Eurostat country code 'NL'; skipped
  NO011: no ISO3 for Eurostat country code 'NO'; skipped
  NO012: no ISO3 for Eurostat country code 'NO'; skipped
  NO020: no ISO3 for Eurostat country code 'NO'; skipped
  NO021: no ISO3 for Eurostat country code 'NO'; skipped
  NO022: no ISO3 for Eurostat country code 'NO'; skipped
  NO031: no ISO3 for Eurostat country code 'NO'; skipped
  NO032: no ISO3 for Eurostat country code 'NO'; skipped
  NO033: no ISO3 for Eurostat country code 'NO'; skipped
  NO034: no ISO3 for Eurostat country code 'NO'; skipped
  NO041: no ISO3 for Eurostat country code 'NO'; skipped
  NO042: no ISO3 for Eurostat country code 'NO'; skipped
  NO043: no ISO3 for Eurostat country code 'NO'; skipped
  NO051: no ISO3 for Eurostat country code 'NO'; skipped
  NO052: no ISO3 for Eurostat country code 'NO'; skipped
  NO053: no ISO3 for Eurostat country code 'NO'; skipped
  NO060: no ISO3 for Eurostat country code 'NO'; skipped
  NO061: no ISO3 for Eurostat country code 'NO'; skipped
  NO062: no ISO3 for Eurostat country code 'NO'; skipped
  NO071: no ISO3 for Eurostat country code 'NO'; skipped
  NO072: no ISO3 for Eurostat country code 'NO'; skipped
  NO073: no ISO3 for Eurostat country code 'NO'; skipped
  NO074: no ISO3 for Eurostat country code 'NO'; skipped
  NO081: no ISO3 for Eurostat country code 'NO'; skipped
  NO082: no ISO3 for Eurostat country code 'NO'; skipped
  NO083: no ISO3 for Eurostat country code 'NO'; skipped
  NO084: no ISO3 for Eurostat country code 'NO'; skipped
  NO085: no ISO3 for Eurostat country code 'NO'; skipped
  NO091: no ISO3 for Eurostat country code 'NO'; skipped
  NO092: no ISO3 for Eurostat country code 'NO'; skipped
  NO093: no ISO3 for Eurostat country code 'NO'; skipped
  NO094: no ISO3 for Eurostat country code 'NO'; skipped
  NO0A1: no ISO3 for Eurostat country code 'NO'; skipped
  NO0A2: no ISO3 for Eurostat country code 'NO'; skipped
  NO0A3: no ISO3 for Eurostat country code 'NO'; skipped
  NO0B1: no ISO3 for Eurostat country code 'NO'; skipped
  NO0B2: no ISO3 for Eurostat country code 'NO'; skipped
  PL213: no ISO3 for Eurostat country code 'PL'; skipped
  PL214: no ISO3 for Eurostat country code 'PL'; skipped
  PL217: no ISO3 for Eurostat country code 'PL'; skipped
  PL218: no ISO3 for Eurostat country code 'PL'; skipped
  PL219: no ISO3 for Eurostat country code 'PL'; skipped
  PL21A: no ISO3 for Eurostat country code 'PL'; skipped
  PL224: no ISO3 for Eurostat country code 'PL'; skipped
  PL225: no ISO3 for Eurostat country code 'PL'; skipped
  PL227: no ISO3 for Eurostat country code 'PL'; skipped
  PL228: no ISO3 for Eurostat country code 'PL'; skipped
  PL229: no ISO3 for Eurostat country code 'PL'; skipped
  PL22A: no ISO3 for Eurostat country code 'PL'; skipped
  PL22B: no ISO3 for Eurostat country code 'PL'; skipped
  PL22C: no ISO3 for Eurostat country code 'PL'; skipped
  PL411: no ISO3 for Eurostat country code 'PL'; skipped
  PL414: no ISO3 for Eurostat country code 'PL'; skipped
  PL415: no ISO3 for Eurostat country code 'PL'; skipped
  PL416: no ISO3 for Eurostat country code 'PL'; skipped
  PL417: no ISO3 for Eurostat country code 'PL'; skipped
  PL418: no ISO3 for Eurostat country code 'PL'; skipped
  PL424: no ISO3 for Eurostat country code 'PL'; skipped
  PL426: no ISO3 for Eurostat country code 'PL'; skipped
  PL427: no ISO3 for Eurostat country code 'PL'; skipped
  PL428: no ISO3 for Eurostat country code 'PL'; skipped
  PL431: no ISO3 for Eurostat country code 'PL'; skipped
  PL432: no ISO3 for Eurostat country code 'PL'; skipped
  PL514: no ISO3 for Eurostat country code 'PL'; skipped
  PL515: no ISO3 for Eurostat country code 'PL'; skipped
  PL516: no ISO3 for Eurostat country code 'PL'; skipped
  PL517: no ISO3 for Eurostat country code 'PL'; skipped
  PL518: no ISO3 for Eurostat country code 'PL'; skipped
  PL523: no ISO3 for Eurostat country code 'PL'; skipped
  PL524: no ISO3 for Eurostat country code 'PL'; skipped
  PL613: no ISO3 for Eurostat country code 'PL'; skipped
  PL616: no ISO3 for Eurostat country code 'PL'; skipped
  PL617: no ISO3 for Eurostat country code 'PL'; skipped
  PL618: no ISO3 for Eurostat country code 'PL'; skipped
  PL619: no ISO3 for Eurostat country code 'PL'; skipped
  PL621: no ISO3 for Eurostat country code 'PL'; skipped
  PL622: no ISO3 for Eurostat country code 'PL'; skipped
  PL623: no ISO3 for Eurostat country code 'PL'; skipped
  PL633: no ISO3 for Eurostat country code 'PL'; skipped
  PL634: no ISO3 for Eurostat country code 'PL'; skipped
  PL636: no ISO3 for Eurostat country code 'PL'; skipped
  PL637: no ISO3 for Eurostat country code 'PL'; skipped
  PL638: no ISO3 for Eurostat country code 'PL'; skipped
  PL711: no ISO3 for Eurostat country code 'PL'; skipped
  PL712: no ISO3 for Eurostat country code 'PL'; skipped
  PL713: no ISO3 for Eurostat country code 'PL'; skipped
  PL714: no ISO3 for Eurostat country code 'PL'; skipped
  PL715: no ISO3 for Eurostat country code 'PL'; skipped
  PL721: no ISO3 for Eurostat country code 'PL'; skipped
  PL722: no ISO3 for Eurostat country code 'PL'; skipped
  PL811: no ISO3 for Eurostat country code 'PL'; skipped
  PL812: no ISO3 for Eurostat country code 'PL'; skipped
  PL814: no ISO3 for Eurostat country code 'PL'; skipped
  PL815: no ISO3 for Eurostat country code 'PL'; skipped
  PL821: no ISO3 for Eurostat country code 'PL'; skipped
  PL822: no ISO3 for Eurostat country code 'PL'; skipped
  PL823: no ISO3 for Eurostat country code 'PL'; skipped
  PL824: no ISO3 for Eurostat country code 'PL'; skipped
  PL841: no ISO3 for Eurostat country code 'PL'; skipped
  PL842: no ISO3 for Eurostat country code 'PL'; skipped
  PL843: no ISO3 for Eurostat country code 'PL'; skipped
  PL911: no ISO3 for Eurostat country code 'PL'; skipped
  PL912: no ISO3 for Eurostat country code 'PL'; skipped
  PL913: no ISO3 for Eurostat country code 'PL'; skipped
  PL921: no ISO3 for Eurostat country code 'PL'; skipped
  PL922: no ISO3 for Eurostat country code 'PL'; skipped
  PL923: no ISO3 for Eurostat country code 'PL'; skipped
  PL924: no ISO3 for Eurostat country code 'PL'; skipped
  PL925: no ISO3 for Eurostat country code 'PL'; skipped
  PL926: no ISO3 for Eurostat country code 'PL'; skipped
  PT111: no ISO3 for Eurostat country code 'PT'; skipped
  PT112: no ISO3 for Eurostat country code 'PT'; skipped
  PT119: no ISO3 for Eurostat country code 'PT'; skipped
  PT11A: no ISO3 for Eurostat country code 'PT'; skipped
  PT11B: no ISO3 for Eurostat country code 'PT'; skipped
  PT11C: no ISO3 for Eurostat country code 'PT'; skipped
  PT11D: no ISO3 for Eurostat country code 'PT'; skipped
  PT11E: no ISO3 for Eurostat country code 'PT'; skipped
  PT150: no ISO3 for Eurostat country code 'PT'; skipped
  PT16B: no ISO3 for Eurostat country code 'PT'; skipped
  PT16D: no ISO3 for Eurostat country code 'PT'; skipped
  PT16E: no ISO3 for Eurostat country code 'PT'; skipped
  PT16F: no ISO3 for Eurostat country code 'PT'; skipped
  PT16G: no ISO3 for Eurostat country code 'PT'; skipped
  PT16H: no ISO3 for Eurostat country code 'PT'; skipped
  PT16I: no ISO3 for Eurostat country code 'PT'; skipped
  PT16J: no ISO3 for Eurostat country code 'PT'; skipped
  PT170: no ISO3 for Eurostat country code 'PT'; skipped
  PT181: no ISO3 for Eurostat country code 'PT'; skipped
  PT184: no ISO3 for Eurostat country code 'PT'; skipped
  PT185: no ISO3 for Eurostat country code 'PT'; skipped
  PT186: no ISO3 for Eurostat country code 'PT'; skipped
  PT187: no ISO3 for Eurostat country code 'PT'; skipped
  PT191: no ISO3 for Eurostat country code 'PT'; skipped
  PT192: no ISO3 for Eurostat country code 'PT'; skipped
  PT193: no ISO3 for Eurostat country code 'PT'; skipped
  PT194: no ISO3 for Eurostat country code 'PT'; skipped
  PT195: no ISO3 for Eurostat country code 'PT'; skipped
  PT196: no ISO3 for Eurostat country code 'PT'; skipped
  PT1A0: no ISO3 for Eurostat country code 'PT'; skipped
  PT1B0: no ISO3 for Eurostat country code 'PT'; skipped
  PT1C1: no ISO3 for Eurostat country code 'PT'; skipped
  PT1C2: no ISO3 for Eurostat country code 'PT'; skipped
  PT1C3: no ISO3 for Eurostat country code 'PT'; skipped
  PT1C4: no ISO3 for Eurostat country code 'PT'; skipped
  PT1D1: no ISO3 for Eurostat country code 'PT'; skipped
  PT1D2: no ISO3 for Eurostat country code 'PT'; skipped
  PT1D3: no ISO3 for Eurostat country code 'PT'; skipped
  PT200: no ISO3 for Eurostat country code 'PT'; skipped
  PT300: no ISO3 for Eurostat country code 'PT'; skipped
  RO111: no ISO3 for Eurostat country code 'RO'; skipped
  RO112: no ISO3 for Eurostat country code 'RO'; skipped
  RO113: no ISO3 for Eurostat country code 'RO'; skipped
  RO114: no ISO3 for Eurostat country code 'RO'; skipped
  RO115: no ISO3 for Eurostat country code 'RO'; skipped
  RO116: no ISO3 for Eurostat country code 'RO'; skipped
  RO121: no ISO3 for Eurostat country code 'RO'; skipped
  RO122: no ISO3 for Eurostat country code 'RO'; skipped
  RO123: no ISO3 for Eurostat country code 'RO'; skipped
  RO124: no ISO3 for Eurostat country code 'RO'; skipped
  RO125: no ISO3 for Eurostat country code 'RO'; skipped
  RO126: no ISO3 for Eurostat country code 'RO'; skipped
  RO211: no ISO3 for Eurostat country code 'RO'; skipped
  RO212: no ISO3 for Eurostat country code 'RO'; skipped
  RO213: no ISO3 for Eurostat country code 'RO'; skipped
  RO214: no ISO3 for Eurostat country code 'RO'; skipped
  RO215: no ISO3 for Eurostat country code 'RO'; skipped
  RO216: no ISO3 for Eurostat country code 'RO'; skipped
  RO221: no ISO3 for Eurostat country code 'RO'; skipped
  RO222: no ISO3 for Eurostat country code 'RO'; skipped
  RO223: no ISO3 for Eurostat country code 'RO'; skipped
  RO224: no ISO3 for Eurostat country code 'RO'; skipped
  RO225: no ISO3 for Eurostat country code 'RO'; skipped
  RO226: no ISO3 for Eurostat country code 'RO'; skipped
  RO311: no ISO3 for Eurostat country code 'RO'; skipped
  RO312: no ISO3 for Eurostat country code 'RO'; skipped
  RO313: no ISO3 for Eurostat country code 'RO'; skipped
  RO314: no ISO3 for Eurostat country code 'RO'; skipped
  RO315: no ISO3 for Eurostat country code 'RO'; skipped
  RO316: no ISO3 for Eurostat country code 'RO'; skipped
  RO317: no ISO3 for Eurostat country code 'RO'; skipped
  RO321: no ISO3 for Eurostat country code 'RO'; skipped
  RO322: no ISO3 for Eurostat country code 'RO'; skipped
  RO411: no ISO3 for Eurostat country code 'RO'; skipped
  RO412: no ISO3 for Eurostat country code 'RO'; skipped
  RO413: no ISO3 for Eurostat country code 'RO'; skipped
  RO414: no ISO3 for Eurostat country code 'RO'; skipped
  RO415: no ISO3 for Eurostat country code 'RO'; skipped
  RO421: no ISO3 for Eurostat country code 'RO'; skipped
  RO422: no ISO3 for Eurostat country code 'RO'; skipped
  RO423: no ISO3 for Eurostat country code 'RO'; skipped
  RO424: no ISO3 for Eurostat country code 'RO'; skipped
  RS110: no ISO3 for Eurostat country code 'RS'; skipped
  RS121: no ISO3 for Eurostat country code 'RS'; skipped
  RS122: no ISO3 for Eurostat country code 'RS'; skipped
  RS123: no ISO3 for Eurostat country code 'RS'; skipped
  RS124: no ISO3 for Eurostat country code 'RS'; skipped
  RS125: no ISO3 for Eurostat country code 'RS'; skipped
  RS126: no ISO3 for Eurostat country code 'RS'; skipped
  RS127: no ISO3 for Eurostat country code 'RS'; skipped
  RS211: no ISO3 for Eurostat country code 'RS'; skipped
  RS212: no ISO3 for Eurostat country code 'RS'; skipped
  RS213: no ISO3 for Eurostat country code 'RS'; skipped
  RS214: no ISO3 for Eurostat country code 'RS'; skipped
  RS215: no ISO3 for Eurostat country code 'RS'; skipped
  RS216: no ISO3 for Eurostat country code 'RS'; skipped
  RS217: no ISO3 for Eurostat country code 'RS'; skipped
  RS218: no ISO3 for Eurostat country code 'RS'; skipped
  RS221: no ISO3 for Eurostat country code 'RS'; skipped
  RS222: no ISO3 for Eurostat country code 'RS'; skipped
  RS223: no ISO3 for Eurostat country code 'RS'; skipped
  RS224: no ISO3 for Eurostat country code 'RS'; skipped
  RS225: no ISO3 for Eurostat country code 'RS'; skipped
  RS226: no ISO3 for Eurostat country code 'RS'; skipped
  RS227: no ISO3 for Eurostat country code 'RS'; skipped
  RS228: no ISO3 for Eurostat country code 'RS'; skipped
  RS229: no ISO3 for Eurostat country code 'RS'; skipped
  SE110: no ISO3 for Eurostat country code 'SE'; skipped
  SE121: no ISO3 for Eurostat country code 'SE'; skipped
  SE122: no ISO3 for Eurostat country code 'SE'; skipped
  SE123: no ISO3 for Eurostat country code 'SE'; skipped
  SE124: no ISO3 for Eurostat country code 'SE'; skipped
  SE125: no ISO3 for Eurostat country code 'SE'; skipped
  SE211: no ISO3 for Eurostat country code 'SE'; skipped
  SE212: no ISO3 for Eurostat country code 'SE'; skipped
  SE213: no ISO3 for Eurostat country code 'SE'; skipped
  SE214: no ISO3 for Eurostat country code 'SE'; skipped
  SE221: no ISO3 for Eurostat country code 'SE'; skipped
  SE224: no ISO3 for Eurostat country code 'SE'; skipped
  SE231: no ISO3 for Eurostat country code 'SE'; skipped
  SE232: no ISO3 for Eurostat country code 'SE'; skipped
  SE311: no ISO3 for Eurostat country code 'SE'; skipped
  SE312: no ISO3 for Eurostat country code 'SE'; skipped
  SE313: no ISO3 for Eurostat country code 'SE'; skipped
  SE321: no ISO3 for Eurostat country code 'SE'; skipped
  SE322: no ISO3 for Eurostat country code 'SE'; skipped
  SE331: no ISO3 for Eurostat country code 'SE'; skipped
  SE332: no ISO3 for Eurostat country code 'SE'; skipped
  SI031: no ISO3 for Eurostat country code 'SI'; skipped
  SI032: no ISO3 for Eurostat country code 'SI'; skipped
  SI033: no ISO3 for Eurostat country code 'SI'; skipped
  SI034: no ISO3 for Eurostat country code 'SI'; skipped
  SI035: no ISO3 for Eurostat country code 'SI'; skipped
  SI036: no ISO3 for Eurostat country code 'SI'; skipped
  SI037: no ISO3 for Eurostat country code 'SI'; skipped
  SI038: no ISO3 for Eurostat country code 'SI'; skipped
  SI041: no ISO3 for Eurostat country code 'SI'; skipped
  SI042: no ISO3 for Eurostat country code 'SI'; skipped
  SI043: no ISO3 for Eurostat country code 'SI'; skipped
  SI044: no ISO3 for Eurostat country code 'SI'; skipped
  SK010: no ISO3 for Eurostat country code 'SK'; skipped
  SK021: no ISO3 for Eurostat country code 'SK'; skipped
  SK022: no ISO3 for Eurostat country code 'SK'; skipped
  SK023: no ISO3 for Eurostat country code 'SK'; skipped
  SK031: no ISO3 for Eurostat country code 'SK'; skipped
  SK032: no ISO3 for Eurostat country code 'SK'; skipped
  SK041: no ISO3 for Eurostat country code 'SK'; skipped
  SK042: no ISO3 for Eurostat country code 'SK'; skipped
  TR100: no ISO3 for Eurostat country code 'TR'; skipped
  TR211: no ISO3 for Eurostat country code 'TR'; skipped
  TR212: no ISO3 for Eurostat country code 'TR'; skipped
  TR213: no ISO3 for Eurostat country code 'TR'; skipped
  TR221: no ISO3 for Eurostat country code 'TR'; skipped
  TR222: no ISO3 for Eurostat country code 'TR'; skipped
  TR310: no ISO3 for Eurostat country code 'TR'; skipped
  TR321: no ISO3 for Eurostat country code 'TR'; skipped
  TR322: no ISO3 for Eurostat country code 'TR'; skipped
  TR323: no ISO3 for Eurostat country code 'TR'; skipped
  TR331: no ISO3 for Eurostat country code 'TR'; skipped
  TR332: no ISO3 for Eurostat country code 'TR'; skipped
  TR333: no ISO3 for Eurostat country code 'TR'; skipped
  TR334: no ISO3 for Eurostat country code 'TR'; skipped
  TR411: no ISO3 for Eurostat country code 'TR'; skipped
  TR412: no ISO3 for Eurostat country code 'TR'; skipped
  TR413: no ISO3 for Eurostat country code 'TR'; skipped
  TR421: no ISO3 for Eurostat country code 'TR'; skipped
  TR422: no ISO3 for Eurostat country code 'TR'; skipped
  TR423: no ISO3 for Eurostat country code 'TR'; skipped
  TR424: no ISO3 for Eurostat country code 'TR'; skipped
  TR425: no ISO3 for Eurostat country code 'TR'; skipped
  TR510: no ISO3 for Eurostat country code 'TR'; skipped
  TR521: no ISO3 for Eurostat country code 'TR'; skipped
  TR522: no ISO3 for Eurostat country code 'TR'; skipped
  TR611: no ISO3 for Eurostat country code 'TR'; skipped
  TR612: no ISO3 for Eurostat country code 'TR'; skipped
  TR613: no ISO3 for Eurostat country code 'TR'; skipped
  TR621: no ISO3 for Eurostat country code 'TR'; skipped
  TR622: no ISO3 for Eurostat country code 'TR'; skipped
  TR631: no ISO3 for Eurostat country code 'TR'; skipped
  TR632: no ISO3 for Eurostat country code 'TR'; skipped
  TR633: no ISO3 for Eurostat country code 'TR'; skipped
  TR711: no ISO3 for Eurostat country code 'TR'; skipped
  TR712: no ISO3 for Eurostat country code 'TR'; skipped
  TR713: no ISO3 for Eurostat country code 'TR'; skipped
  TR714: no ISO3 for Eurostat country code 'TR'; skipped
  TR715: no ISO3 for Eurostat country code 'TR'; skipped
  TR721: no ISO3 for Eurostat country code 'TR'; skipped
  TR722: no ISO3 for Eurostat country code 'TR'; skipped
  TR723: no ISO3 for Eurostat country code 'TR'; skipped
  TR811: no ISO3 for Eurostat country code 'TR'; skipped
  TR812: no ISO3 for Eurostat country code 'TR'; skipped
  TR813: no ISO3 for Eurostat country code 'TR'; skipped
  TR821: no ISO3 for Eurostat country code 'TR'; skipped
  TR822: no ISO3 for Eurostat country code 'TR'; skipped
  TR823: no ISO3 for Eurostat country code 'TR'; skipped
  TR831: no ISO3 for Eurostat country code 'TR'; skipped
  TR832: no ISO3 for Eurostat country code 'TR'; skipped
  TR833: no ISO3 for Eurostat country code 'TR'; skipped
  TR834: no ISO3 for Eurostat country code 'TR'; skipped
  TR901: no ISO3 for Eurostat country code 'TR'; skipped
  TR902: no ISO3 for Eurostat country code 'TR'; skipped
  TR903: no ISO3 for Eurostat country code 'TR'; skipped
  TR904: no ISO3 for Eurostat country code 'TR'; skipped
  TR905: no ISO3 for Eurostat country code 'TR'; skipped
  TR906: no ISO3 for Eurostat country code 'TR'; skipped
  TRA11: no ISO3 for Eurostat country code 'TR'; skipped
  TRA12: no ISO3 for Eurostat country code 'TR'; skipped
  TRA13: no ISO3 for Eurostat country code 'TR'; skipped
  TRA21: no ISO3 for Eurostat country code 'TR'; skipped
  TRA22: no ISO3 for Eurostat country code 'TR'; skipped
  TRA23: no ISO3 for Eurostat country code 'TR'; skipped
  TRA24: no ISO3 for Eurostat country code 'TR'; skipped
  TRB11: no ISO3 for Eurostat country code 'TR'; skipped
  TRB12: no ISO3 for Eurostat country code 'TR'; skipped
  TRB13: no ISO3 for Eurostat country code 'TR'; skipped
  TRB14: no ISO3 for Eurostat country code 'TR'; skipped
  TRB21: no ISO3 for Eurostat country code 'TR'; skipped
  TRB22: no ISO3 for Eurostat country code 'TR'; skipped
  TRB23: no ISO3 for Eurostat country code 'TR'; skipped
  TRB24: no ISO3 for Eurostat country code 'TR'; skipped
  TRC11: no ISO3 for Eurostat country code 'TR'; skipped
  TRC12: no ISO3 for Eurostat country code 'TR'; skipped
  TRC13: no ISO3 for Eurostat country code 'TR'; skipped
  TRC21: no ISO3 for Eurostat country code 'TR'; skipped
  TRC22: no ISO3 for Eurostat country code 'TR'; skipped
  TRC31: no ISO3 for Eurostat country code 'TR'; skipped
  TRC32: no ISO3 for Eurostat country code 'TR'; skipped
  TRC33: no ISO3 for Eurostat country code 'TR'; skipped
  TRC34: no ISO3 for Eurostat country code 'TR'; skipped
  GBR: 179 NUTS-3 regions kept -- 91 of 178 names match this map's admin2 (against 0 at admin1)
  GRC: 52 NUTS-3 regions left out -- its names match 0 of this map's districts and 0 of its first-level units, out of 52; too few of either to say which level this file describes
  wrote data/processed/eurostat_nuts3.json (204 kB)
  179 nuts3 records
