admin2_code,admin1_name,admin2_name,population,year,resource_hdx_id
ID1101,Aceh,Simeulue,95303,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1102,Aceh,Aceh Singkil,123842,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1103,Aceh,Aceh Selatan,242200,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1104,Aceh,Aceh Tenggara,216264,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1105,Aceh,Aceh Timur,436087,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1106,Aceh,Aceh Tengah,212118,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1107,Aceh,Aceh Barat,209498,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1108,Aceh,Aceh Besar,424423,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1109,Aceh,Pidie,447888,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1110,Aceh,Bireuen,470564,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1111,Aceh,Aceh Utara,622757,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1112,Aceh,Aceh Barat Daya,151828,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1113,Aceh,Gayo Lues,93946,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1114,Aceh,Aceh Tamiang,297387,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1115,Aceh,Nagan Raya,166794,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1116,Aceh,Aceh Jaya,94379,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1117,Aceh,Bener Meriah,148156,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1118,Aceh,Pidie Jaya,160869,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1171,Aceh,Kota Banda Aceh,272195,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1172,Aceh,Kota Sabang,34589,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1173,Aceh,Kota Langsa,178669,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1174,Aceh,Kota Lhokseumawe,207243,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1175,Aceh,Kota Subulussalam,81094,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1201,Sumatera Utara,Nias,144299,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1202,Sumatera Utara,Mandailing Natal,452894,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1203,Sumatera Utara,Tapanuli Selatan,283387,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1204,Sumatera Utara,Tapanuli Tengah,388758,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1205,Sumatera Utara,Tapanuli Utara,304478,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1206,Sumatera Utara,Toba Samosir,184269,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1207,Sumatera Utara,Labuhan Batu,508355,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1208,Sumatera Utara,Asahan,737451,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1209,Sumatera Utara,Simalungun,871702,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1210,Sumatera Utara,Dairi,284871,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1211,Sumatera Utara,Karo,427072,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1212,Sumatera Utara,Deli Serdang,2271291,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1213,Sumatera Utara,Langkat,1048663,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1214,Sumatera Utara,Nias Selatan,324011,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1215,Sumatera Utara,Humbang Hasundutan,192674,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1216,Sumatera Utara,Pakpak Bharat,50552,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1217,Sumatera Utara,Samosir,126561,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1218,Sumatera Utara,Serdang Bedagai,615883,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1219,Sumatera Utara,Batu Bara,422128,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1220,Sumatera Utara,Padang Lawas Utara,281753,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1221,Sumatera Utara,Padang Lawas,291772,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1222,Sumatera Utara,Labuhan Batu Selatan,350454,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1223,Sumatera Utara,Labuhan Batu Utara,368208,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1224,Sumatera Utara,Nias Utara,139046,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1225,Sumatera Utara,Nias Barat,82142,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1271,Sumatera Utara,Kota Sibolga,87565,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1272,Sumatera Utara,Kota Tanjung Balai,178307,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1273,Sumatera Utara,Kota Pematang Siantar,257650,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1274,Sumatera Utara,Kota Tebing Tinggi,167189,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1275,Sumatera Utara,Kota Medan,2301949,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1276,Sumatera Utara,Kota Binjai,281214,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1277,Sumatera Utara,Kota Padangsidimpuan,227052,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1278,Sumatera Utara,Kota Gunungsitoli,144804,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1301,Sumatera Barat,Kepulauan Mentawai,94979,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1302,Sumatera Barat,Pesisir Selatan,469575,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1303,Sumatera Barat,Solok,377477,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1304,Sumatera Barat,Sijunjung,243970,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID1305,Sumatera Barat,Tanah Datar,349381,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
