년,국적지역,등록외국인 수
2025,안도라,3
2025,영국외지시민,2
2025,리히텐슈타인,2
2025,교황청,2
2025,모나코,1
2025,오스트레일리아,2128
2025,뉴질랜드,749
2025,피지,28
2025,바누아투,20
2025,파푸아뉴기니,13
2025,솔로몬군도,12
2025,마샬군도,9
2025,키리바시,5
2025,통가,4
2025,미이크로네시아,4
2025,팔라우,3
2025,나우루,1
2025,남아프리카공화국,4979
2025,이집트,3003
2025,나이지리아,2649
2025,모로코,1711
2025,에티오피아,1591
2025,가나,1371
2025,리비아,832
2025,카메룬,765
2025,르완다,762
2025,튀니지,734
2025,부룬디,695
2025,케냐,693
2025,탄자니아,676
2025,우간다,600
2025,알제리,574
2025,라이베리아,487
2025,콩고민주공화국,421
2025,수단,358
2025,세네갈,294
2025,기니,246
2025,말리,236
2025,코트디부아르,229
2025,짐바브웨,124
2025,감비아,115
2025,가봉,114
2025,시에라리온,113
2025,앙골라,101
2025,잠비아,93
2025,말라위,69
2025,부르키나파소,66
2025,마다가스카르,61
2025,모잠비크,54
2025,토고,46
2025,콩고,40
2025,남수단공화국,36
2025,보츠와나,23
2025,베냉,23
2025,소말리아,22
2025,모리타니,22
2025,중앙아프리카공화국,15
2025,레소토,15
2025,니제르,14
2025,적도기니,12
2025,에스와티니,12
2025,모리셔스,11
2025,기니비사우,10
2025,에리트레아,8
2025,차드,5
2025,코모로,3
2025,지부티,3
2025,나미비아,3
2025,기타,136
