adm3_name	adm3_name1	adm3_name2	adm3_name3	adm3_pcode	adm2_name	adm2_name1	adm2_name2	adm2_name3	adm2_pcode	adm1_name	adm1_name1	adm1_name2	adm1_name3	adm1_pcode	adm0_name	adm0_name1	adm0_name2	adm0_name3	adm0_pcode	valid_on	valid_to	area_sqkm	version	lang	lang1	lang2	lang3	adm3_ref_name	center_lat	center_lon
Markaz Ali Al-Gharbi	مركز علي الغربي			IQG14Q02N01	Ali Al-Gharbi	علي الغربي			IQG14Q02	Maysan	ميسان			IQG14	Iraq	العراق			IQ	2019-06-03 00:00:00		1012.71987056	v01	en	ar			Markaz Ali Al-Gharbi	32.32819775	46.95611043
Markaz Ana	مركز عنه			IQG01Q05N01	Ana	عنه			IQG01Q05	Al-Anbar	الانبار			IQG01	Iraq	العراق			IQ	2019-06-03 00:00:00		5397.20273062	v01	en	ar			Markaz Ana	33.99864566	41.70429636
Markaz Aqra	مركز عقرة			IQG15Q01N05	Aqra	عقرة			IQG15Q01	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		165.0947722	v01	en	ar			Markaz Aqra	36.75650519	43.83534351
Markaz Badra	مركز بدرة			IQG18Q05N01	Badra	بدرة			IQG18Q05	Wassit	واسط			IQG18	Iraq	العراق			IQ	2019-06-03 00:00:00		1612.69192604	v01	en	ar			Markaz Badra	33.19133246	45.94319114
Markaz Baladruz	مركز بلدروز			IQG10Q03N02	Baladruz	مندلي			IQG10Q03	Diyala	ديالى			IQG10	Iraq	العراق			IQ	2019-06-03 00:00:00		2095.54536954	v01	en	ar			Markaz Baladruz	33.55172273	45.0676693
Markaz Beygee	مركز بيجي			IQG16Q03N01	Beygee	بيجي			IQG16Q03	Salah Al-Din	صلاح الدين			IQG16	Iraq	العراق			IQ	2019-06-03 00:00:00		333.22718129	v01	en	ar			Markaz Beygee	34.89702763	43.51684358
Markaz Chamchamal	مركز جمجمال			IQG06Q02N02	Chamchamal	جمجمال			IQG06Q02	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		766.56741005	v01	en	ar			Markaz Chamchamal	35.49453518	44.94063936
Markaz Daquq	مركز داقوق			IQG13Q02N02	Daquq	داقوق			IQG13Q02	Kirkuk	كركوك			IQG13	Iraq	العراق			IQ	2019-06-03 00:00:00		1261.7730252	v01	en	ar			Markaz Daquq	34.99549076	44.36411863
Markaz Derbendikhan	مركز دربندخان			IQG06Q03N01	Derbendikhan	دربندخان			IQG06Q03	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		530.08488644	v01	en	ar			Markaz Derbendikhan	35.18559939	45.71288115
Markaz Dibis	مركز الدبس			IQG13Q03N02	Dibis	دبس			IQG13Q03	Kirkuk	كركوك			IQG13	Iraq	العراق			IQ	2019-06-03 00:00:00		467.78473965	v01	en	ar			Markaz Dibis	35.59158121	44.11116221
Markaz Duhok	مركز دهوك			IQG09Q02N02	Duhok	دهوك			IQG09Q02	Duhok	دهوك			IQG09	Iraq	العراق			IQ	2019-06-03 00:00:00		103.49163572	v01	en	ar			Markaz Duhok	36.8540653	42.97512448
Markaz Erbil	مركز اربيل			IQG11Q02N02	Erbil	اربيل			IQG11Q02	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		1443.2008381	v01	en	ar			Markaz Erbil	36.21154474	43.97439285
Markaz Halabja	مركز حلبجة			IQG06Q05N03	Halabcha	حلبجة			IQG06Q05	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		705.82602435	v01	en	ar			Markaz Halabja	35.10583685	45.95025635
Markaz Hatra	مركز الحضر			IQG15Q04N01	Al-Hatra	الحضر			IQG15Q04	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		10257.27505024	v01	en	ar			Markaz Hatra	35.58918402	42.50488617
Markaz Heet	مركز هيت			IQG01Q07N04	Heet	هيت			IQG01Q07	Al-Anbar	الانبار			IQG01	Iraq	العراق			IQ	2019-06-03 00:00:00		489.8994452	v01	en	ar			Markaz Heet	33.70715733	42.75498215
Markaz Kalar	مركز كلار			IQG06Q06N01	Kalar	كلار			IQG06Q06	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		395.30826319	v01	en	ar			Markaz Kalar	34.67606408	45.35660503
Markaz Kerbela	مركز كربلاء			IQG12Q03N01	Kerbela	كربلاء			IQG12Q03	Kerbala	كربلاء			IQG12	Iraq	العراق			IQ	2019-06-03 00:00:00		2211.24762631	v01	en	ar			Markaz Kerbela	32.4900202	43.90836614
Markaz Khanaqin	مركز خانقين			IQG10Q05N02	Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq	العراق			IQ	2019-06-03 00:00:00		1302.61650404	v01	en	ar			Markaz Khanaqin	34.25557909	45.43020979
Markaz Kifri	مركز كفري			IQG10Q06N02	Kifri	كفري			IQG10Q06	Diyala	ديالى			IQG10	Iraq	العراق			IQ	2019-06-03 00:00:00		541.80220438	v01	en	ar			Markaz Kifri	34.72950919	45.05625388
Markaz Kirkuk	مركز كركوك			IQG13Q04N06	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq	العراق			IQ	2019-06-03 00:00:00		426.73749204	v01	en	ar			Markaz Kirkuk	35.50955157	44.40411835
Markaz Koysinjaq	مركز كويسنجق			IQG11Q03N03	Koysinjaq	كويسنجق			IQG11Q03	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		532.75783141	v01	en	ar			Markaz Koysinjaq	36.10153477	44.60426252
Markaz Makhmour	مركز مخمور			IQG11Q04N02	Makhmour	مخمور			IQG11Q04	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		375.73883871	v01	en	ar			Markaz Makhmour	35.82983868	43.50627659
Markaz Panjwin	مركز بنجوين			IQG06Q07N02	Panjwin	بنجوين			IQG06Q07	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		326.95934926	v01	en	ar			Markaz Panjwin	35.56288659	45.92220757
Markaz Pshdar	مركز بشدر			IQG06Q08N03	Pshdar	بشدر			IQG06Q08	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		353.36880689	v01	en	ar			Markaz Pshdar	36.20010882	45.19954167
Markaz Qalat Saleh	مركز قلعة صالح			IQG14Q06N01	Qalat Saleh	قلعة صالح			IQG14Q06	Maysan	ميسان			IQG14	Iraq	العراق			IQ	2019-06-03 00:00:00		282.39311978	v01	en	ar			Markaz Qalat Saleh	31.47937693	47.3825532
Markaz Rania	مركز رانية			IQG06Q09N02	Rania	رانية			IQG06Q09	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		510.23775347	v01	en	ar			Markaz Rania	36.26237064	44.83893995
Markaz Rawanduz	مركز راوندوز			IQG11Q05N01	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		596.9579075	v01	en	ar			Markaz Rawanduz	36.53529248	44.64965615
Markaz Samarra	مركز سامراء			IQG16Q05N03	Samarra	سامراء			IQG16Q05	Salah Al-Din	صلاح الدين			IQG16	Iraq	العراق			IQ	2019-06-03 00:00:00		780.05100303	v01	en	ar			Markaz Samarra	34.27541594	44.16726844
Markaz Sharbazher	مركز شهربازار			IQG06Q10N02	Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		674.37071426	v01	en	ar			Markaz Sharbazher	35.68102398	45.61094092
Markaz Shat Al-Arab	مركز شط العرب			IQG02Q07N02	Shat Al-Arab	شط العرب			IQG02Q07	Al-Basrah	البصرة			IQG02	Iraq	العراق			IQ	2019-06-03 00:00:00		1338.06767987	v01	en	ar			Markaz Shat Al-Arab	30.75764559	47.8572897
Markaz Sinjar	مركز سنجار			IQG15Q07N03	Sinjar	سنجار			IQG15Q07	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		637.29095967	v01	en	ar			Markaz Sinjar	36.23656363	41.82814015
Markaz Sumail	مركز سميل			IQG09Q03N03	Sumail	سميل			IQG09Q03	Duhok	دهوك			IQG09	Iraq	العراق			IQ	2019-06-03 00:00:00		383.53707132	v01	en	ar			Markaz Sumail	36.91272729	42.80672165
Markaz Telafar	مركز تلعفر			IQG15Q08N01	Telafar	تلعفر			IQG15Q08	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		1309.98290636	v01	en	ar			Markaz Telafar	36.25967197	42.45905692
Markaz Tilkaef	مركز تلكيف			IQG15Q09N01	Tilkaef	تلكيف			IQG15Q09	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		462.24882906	v01	en	ar			Markaz Tilkaef	36.50288658	43.10455147
Markaz Tooz Khurmato	مركز طوز خورماتو			IQG16Q07N02	Tooz Khurmato	طوز خورماتو			IQG16Q07	Salah Al-Din	صلاح الدين			IQG16	Iraq	العراق			IQ	2019-06-03 00:00:00		1127.92341217	v01	en	ar			Markaz Tooz Khurmato	34.9318582	44.70550722
Markaz Zakho	مركز زاخو			IQG09Q04N01	Zakho	زاخو			IQG09Q04	Duhok	دهوك			IQG09	Iraq	العراق			IQ	2019-06-03 00:00:00		288.15436284	v01	en	ar			Markaz Zakho	37.10628729	42.70290767
Mawat	ماوت			IQG06Q10N04	Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		622.12131234	v01	en	ar			Mawat	35.83801692	45.40038839
Mazouri Bala	مزوري بالا			IQG11Q01N02	Al-Zibar	الزيبار			IQG11Q01	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		498.9350541	v01	en	ar			Mazouri Bala	37.11902202	44.15898369
Mergasur	ميركة سور			IQG11Q05N05	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		573.18542428	v01	en	ar			Mergasur	36.83796542	44.28826981
Midan	ميدان			IQG10Q05N03	Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq	العراق			IQ	2019-06-03 00:00:00		560.29989754	v01	en	ar			Midan	34.89949959	45.70267628
Mirka	ميركه			IQG06Q09N01	Rania	رانية			IQG06Q09	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		592.86023387	v01	en	ar			Mirka	36.04780782	45.13203409
Namroud	نمرود			IQG15Q03N01	Al-Hamdaniya	الحمدانية			IQG15Q03	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		556.86633492	v01	en	ar			Namroud	36.11690099	43.41610009
Nawdasht	ناودشت			IQG06Q08N02	Pshdar	بشدر			IQG06Q08	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		836.28516973	v01	en	ar			Nawdasht	36.34803819	45.05325731
Nerwa Rekan	نروة ريكان			IQG09Q01N03	Al-Amadiya	العمادية			IQG09Q01	Duhok	دهوك			IQG09	Iraq	العراق			IQ	2019-06-03 00:00:00		791.9599615	v01	en	ar			Nerwa Rekan	37.17298803	43.84792442
Outba	عتبة			IQG02Q07N03	Shat Al-Arab	شط العرب			IQG02Q07	Al-Basrah	البصرة			IQG02	Iraq	العراق			IQ	2019-06-03 00:00:00		146.7348758	v01	en	ar			Outba	30.49770749	47.94566197
Qalaa't Ansab	قلعة انصاب			IQG10Q01N05	Al-Khalis	الخالص			IQG10Q01	Diyala	ديالى			IQG10	Iraq	العراق			IQ	2019-06-03 00:00:00		147.66446215	v01	en	ar			Qalaat Ansab	33.93523624	44.70551336
Qalat Siker	قلعة السكر			IQG17Q02N04	Al-Rifai	الرفاعي			IQG17Q02	Thi Qar	ذي قار			IQG17	Iraq	العراق			IQ	2019-06-03 00:00:00		739.39543261	v01	en	ar			Qalat Siker	31.83592019	46.07319235
Qara Tabe	قرة تبة			IQG10Q06N03	Kifri	كفري			IQG10Q06	Diyala	ديالى			IQG10	Iraq	العراق			IQ	2019-06-03 00:00:00		830.19831996	v01	en	ar			Qara Tabe	34.44138009	44.89110161
Qaradagh	قره داغ			IQG06Q01N02	Al-Sulaymaniyah	السليمانية			IQG06Q01	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		1276.7116253	v01	en	ar			Qaradagh	35.33644514	45.47499053
Qaraj	القرج			IQG11Q04N01	Makhmour	مخمور			IQG11Q04	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		999.59301979	v01	en	ar			Qaraj	35.59470958	43.58829802
Qaratu	قرة تو			IQG10Q05N05	Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq	العراق			IQ	2019-06-03 00:00:00		871.76359268	v01	en	ar			Qaratu	34.61584213	45.53991366
Qasruk	قسروك			IQG15Q06N02	Al-Shikhan	الشيخان			IQG15Q06	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		431.22285085	v01	en	ar			Qasruk	36.68122921	43.54350287
Qazanya	قزانية			IQG10Q03N03	Baladruz	مندلي			IQG10Q03	Diyala	ديالى			IQG10	Iraq	العراق			IQ	2019-06-03 00:00:00		3195.36984783	v01	en	ar			Qazanya	33.39309865	45.59883639
Qura Hanjeer	قرة هنجير			IQG13Q04N07	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq	العراق			IQ	2019-06-03 00:00:00		463.09938116	v01	en	ar			Qura Hanjeer	35.47243254	44.63234861
Qushtappa	قوش تبه			IQG11Q02N01	Erbil	اربيل			IQG11Q02	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		1286.51146876	v01	en	ar			Qushtappa	35.95103612	44.01957526
Rabia	ربيعة			IQG15Q08N04	Telafar	تلعفر			IQG15Q08	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		1506.96333828	v01	en	ar			Rabia	36.69130009	42.23576396
Rawa	راوه			IQG01Q05N02	Ana	عنه			IQG01Q05	Al-Anbar	الانبار			IQG01	Iraq	العراق			IQ	2019-06-03 00:00:00		5963.95368184	v01	en	ar			Rawa	34.70270952	42.04865339
Safwan	سفوان			IQG02Q06N02	Al-Zubair	الزبير			IQG02Q06	Al-Basrah	البصرة			IQG02	Iraq	العراق			IQ	2019-06-03 00:00:00		8565.33039385	v01	en	ar			Safwan	29.89128214	46.86293684
Said Dekhil	سيد خليل			IQG17Q04N03	Al-Nasiriya	الناصرية			IQG17Q04	Thi Qar	ذي قار			IQG17	Iraq	العراق			IQ	2019-06-03 00:00:00		500.18132355	v01	en	ar			Said Dekhil	31.17350096	46.4211715
Salah Al-Din	صلاح الدين			IQG11Q06N02	Shaqlawa	شقلاوة			IQG11Q06	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		746.52648997	v01	en	ar			Salah Al-Din	36.40362296	44.09115463
Sarchnar	سرجنار			IQG06Q01N03	Al-Sulaymaniyah	السليمانية			IQG06Q01	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		659.94828008	v01	en	ar			Sarchnar	35.59776522	45.34608822
Sarkran	سركران			IQG13Q03N01	Dibis	دبس			IQG13Q03	Kirkuk	كركوك			IQG13	Iraq	العراق			IQ	2019-06-03 00:00:00		629.15666095	v01	en	ar			Sarkran	35.68346805	43.9366831
Sarsank	سرسنك			IQG09Q01N04	Al-Amadiya	العمادية			IQG09Q01	Duhok	دهوك			IQG09	Iraq	العراق			IQ	2019-06-03 00:00:00		969.51227363	v01	en	ar			Sarsank	36.99543795	43.41205307
Saruchik	سروجك			IQG06Q10N01	Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		542.51625739	v01	en	ar			Saruchik	35.54922073	45.73447872
Shaekh Saad	شيخ سعد			IQG18Q02N02	Al-Kut	الكوت			IQG18Q02	Wassit	واسط			IQG18	Iraq	العراق			IQ	2019-06-03 00:00:00		1727.39257532	v01	en	ar			Shaekh Saad	32.66368043	46.31326885
Shahrazur	شهرزور			IQG06Q05N04	Halabcha	حلبجة			IQG06Q05	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		374.86784757	v01	en	ar			Shahrazur	35.35531097	45.83132261
Shorsh	سورش			IQG11Q03N02	Koysinjaq	كويسنجق			IQG11Q03	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		477.35364081	v01	en	ar			Shorsh	36.13258893	44.40834146
Shwan	شوان			IQG13Q04N05	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq	العراق			IQ	2019-06-03 00:00:00		784.30006793	v01	en	ar			Shwan	35.71599154	44.56909911
Sindi	سندي			IQG09Q03N04	Sumail	سميل			IQG09Q03	Duhok	دهوك			IQG09	Iraq	العراق			IQ	2019-06-03 00:00:00		293.23021407	v01	en	ar			Sindi	36.7782187	42.94929067
Siwail	سويل			IQG06Q10N03	Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		330.06721807	v01	en	ar			Siwail	35.88461258	45.6201007
Sourdash	سورداش			IQG06Q04N02	Dokan	دوكان			IQG06Q04	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		665.97983178	v01	en	ar			Sourdash	35.82119564	45.12385559
Sulaiman Baig	سليمان بيك			IQG16Q07N03	Tooz Khurmato	طوز خورماتو			IQG16Q07	Salah Al-Din	صلاح الدين			IQG16	Iraq	العراق			IQ	2019-06-03 00:00:00		270.3597689	v01	en	ar			Sulaiman Baig	34.77360885	44.711814
Sumer	سومر			IQG05Q01N04	Afaq	عفك			IQG05Q01	Al-Qadissiya	القادسية			IQG05	Iraq	العراق			IQ	2019-06-03 00:00:00		622.53445796	v01	en	ar			Sumer	32.22364016	45.07513416
Talha	طلحة			IQG02Q04N03	Al-Midaina	المدينة			IQG02Q04	Al-Basrah	البصرة			IQG02	Iraq	العراق			IQ	2019-06-03 00:00:00		306.00726277	v01	en	ar			Talha	30.8278581	47.24041614
Taq Taq	طق طق			IQG11Q03N01	Koysinjaq	كويسنجق			IQG11Q03	Erbil	اربيل			IQG11	Iraq	العراق			IQ	2019-06-03 00:00:00		1033.33670318	v01	en	ar			Taq Taq	35.96219181	44.49173295
Taza Khormato	تازة خورماتو			IQG13Q04N01	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq	العراق			IQ	2019-06-03 00:00:00		329.83312169	v01	en	ar			Taza Khormato	35.29227642	44.28737712
That al Salasil	ذات السلاسل			IQG08Q02N03	Al-Kadhmiyah	الكاظمية			IQG08Q02	Baghdad	بغداد			IQG08	Iraq	العراق			IQ	2019-06-03 00:00:00		142.24406185	v01	en	ar			That al Salasil	33.4185102	44.19862183
Tilako	تيلاكو			IQG06Q06N03	Kalar	كلار			IQG06Q06	Al-Sulaymaniyah	السليمانية			IQG06	Iraq	العراق			IQ	2019-06-03 00:00:00		800.00763027	v01	en	ar			Tilako	34.88077353	45.16735996
Um Al-Qura	ام القرى			IQG16Q06N01	Tikrit	تكريت			IQG16Q06	Salah Al-Din	صلاح الدين			IQG16	Iraq	العراق			IQ	2019-06-03 00:00:00		1023.94911709	v01	en	ar			Um Al-Qura	34.59051409	43.45370031
Um Qasr	ام قصر			IQG02Q06N03	Al-Zubair	الزبير			IQG02Q06	Al-Basrah	البصرة			IQG02	Iraq	العراق			IQ	2019-06-03 00:00:00		307.46732818	v01	en	ar			Um Qasr	30.1620435	47.8443652
Wana	وانة			IQG15Q09N03	Tilkaef	تلكيف			IQG15Q09	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		342.74258704	v01	en	ar			Wana	36.55850039	42.85922698
Wasit	واسط			IQG18Q02N01	Al-Kut	الكوت			IQG18Q02	Wassit	واسط			IQG18	Iraq	العراق			IQ	2019-06-03 00:00:00		2050.77291453	v01	en	ar			Wasit	32.31100451	46.26735191
Yaijy	يايجي			IQG13Q04N04	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq	العراق			IQ	2019-06-03 00:00:00		91.62270673	v01	en	ar			Yaijy	35.43919456	44.27834508
Yathreb	يثرب			IQG16Q04N01	Balad	بلد			IQG16Q04	Salah Al-Din	صلاح الدين			IQG16	Iraq	العراق			IQ	2019-06-03 00:00:00		465.63699143	v01	en	ar			Yathreb	33.94535079	44.34576187
Zawita	زاويتة			IQG09Q02N03	Duhok	دهوك			IQG09Q02	Duhok	دهوك			IQG09	Iraq	العراق			IQ	2019-06-03 00:00:00		474.87412393	v01	en	ar			Zawita	36.90032805	43.13304574
Zummar	زمار			IQG15Q08N03	Telafar	تلعفر			IQG15Q08	Ninewa	نينوى			IQG15	Iraq	العراق			IQ	2019-06-03 00:00:00		1348.60025193	v01	en	ar			Zummar	36.7661368	42.58165432
admin_level	name	name1	name2	name3	x_coord	y_coord	adm4_name	adm4_name1	adm4_name2	adm4_name3	adm4_pcode	adm3_name	adm3_name1	adm3_name2	adm3_name3	adm3_pcode	adm2_name	adm2_name1	adm2_name2	adm2_name3	adm2_pcode	adm1_name	adm1_name1	adm1_name2	adm1_name3	adm1_pcode	adm0_name	adm0_name1	adm0_name2	adm0_name3	adm0_pcode	valid_on	valid_to	version	lang	lang1	lang2	lang3
0	Iraq	العراق			42.51673443	33.22192099																					Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Al-Anbar	الانبار			41.39849398	33.17768311																Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Al-Basrah	البصرة			47.50218941	30.2079503																Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Al-Muthanna	المثنى			45.36029729	30.40504947																Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Al-Najaf	النجف			43.36406551	31.10147171																Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Al-Qadissiya	القادسية			45.16735828	31.84288667																Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Al-Sulaymaniyah	السليمانية			45.37686876	35.53198787																Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Babil	بابل			44.63629844	32.58041909																Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Baghdad	بغداد			44.37872701	33.27802413																Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Diyala	ديالى			44.89599928	34.07149575																Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Duhok	دهوك			43.13820289	37.04568612																Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Erbil	اربيل			44.21026858	36.37905979																Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Kerbala	كربلاء			43.80043551	32.49827463																Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Kirkuk	كركوك			44.06112801	35.28780754																Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Maysan	ميسان			47.13372404	32.0000179																Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Ninewa	نينوى			42.36184119	35.99396441																Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Salah Al-Din	صلاح الدين			43.63427961	34.65983807																Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Thi Qar	ذي قار			46.27355556	31.28957962																Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
1	Wassit	واسط			45.70177535	32.71157364																Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Abu Al-Khaseeb	ابي الخصيب			47.99276091	30.33562861											Abu Al-Khaseeb	ابي الخصيب			IQG02Q01	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Afaq	عفك			45.37877635	32.02034023											Afaq	عفك			IQG05Q01	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Ain Al-Tamur	عين التمر			43.53271318	32.48256544											Ain Al-Tamur	عين التمر			IQG12Q01	Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Adhamiya	الاعظمية			44.35425435	33.47931585											Al-Adhamiya	الاعظمية			IQG08Q01	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Amadiya	العمادية			43.57876319	37.09065469											Al-Amadiya	العمادية			IQG09Q01	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Amara	العمارة			47.27186588	32.10728636											Al-Amara	العمارة			IQG14Q01	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Baaj	البعاج			41.70019028	35.69294262											Al-Baaj	البعاج			IQG15Q02	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Basrah	البصرة			47.60589774	30.55512128											Al-Basrah	البصرة			IQG02Q02	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Chibayish	الجبايش			46.90514259	30.85802564											Al-Chibayish	الجبايش			IQG17Q01	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Daur	الدور			44.20820722	34.56033348											Al-Daur	الدور			IQG16Q01	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Diwaniya	الديوانية			44.88991793	32.01993547											Al-Diwaniya	الديوانية			IQG05Q02	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Falluja	الفلوجة			43.6847674	33.19006522											Al-Falluja	الفلوجة			IQG01Q01	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Faw	الفاو			48.20215335	30.04611874											Al-Faw	الفاو			IQG02Q03	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Hai	الحي			46.02403532	32.1810247											Al-Hai	الحي			IQG18Q01	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Hamdaniya	الحمدانية			43.40910083	36.19095758											Al-Hamdaniya	الحمدانية			IQG15Q03	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Hamza	الحمزة			44.77520194	31.59069286											Al-Hamza	الحمزة			IQG05Q03	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
