adm3_name	adm3_name1	adm3_name2	adm3_name3	adm3_pcode	adm2_name	adm2_name1	adm2_name2	adm2_name3	adm2_pcode	adm1_name	adm1_name1	adm1_name2	adm1_name3	adm1_pcode	adm0_name	adm0_name1	adm0_name2	adm0_name3	adm0_pcode	valid_on	valid_to	area_sqkm	version	lang	lang1	lang2	lang3	adm3_ref_name	center_lat	center_lon
2	Al-Hashimiya	الهاشمية			44.82440935	32.38118309											Al-Hashimiya	الهاشمية			IQG07Q01	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Hatra	الحضر			42.50488617	35.58918402											Al-Hatra	الحضر			IQG15Q04	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Hawiga	الحويجة			43.78846518	35.26448539											Al-Hawiga	الحويجة			IQG13Q01	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Hilla	الحلة			44.43025172	32.35516279											Al-Hilla	الحلة			IQG07Q02	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Hindiya	الهندية			44.2074883	32.46498162											Al-Hindiya	الهندية			IQG12Q02	Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Kadhmiyah	الكاظمية			44.19153984	33.46384489											Al-Kadhmiyah	الكاظمية			IQG08Q02	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Kahla	الكحلاء			47.42966297	31.76436196											Al-Kahla	الكحلاء			IQG14Q03	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Kaim	القائم			41.20739071	34.43487708											Al-Kaim	القائم			IQG01Q02	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Karkh	الكرخ			44.47065643	33.17889233											Al-Karkh	الكرخ			IQG08Q03	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Khalis	الخالص			44.65696254	34.08496137											Al-Khalis	الخالص			IQG10Q01	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Khidhir	الخضر			45.65162862	31.26050253											Al-Khidhir	الخضر			IQG03Q01	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Kufa	الكوفة			44.44870033	32.06994716											Al-Kufa	الكوفة			IQG04Q01	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Kut	الكوت			46.1323512	32.46708228											Al-Kut	الكوت			IQG18Q02	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Mada'in	المدائن			44.68617446	33.21857481											Al-Mada'in	المدائن			IQG08Q04	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Mahaweel	المحاويل			44.65227864	32.6737997											Al-Mahaweel	المحاويل			IQG07Q03	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Mahmoudiya	المحمودية			44.34339006	33.03501759											Al-Mahmoudiya	المحمودية			IQG08Q05	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Maimouna	الميمونة			46.81197168	31.47214651											Al-Maimouna	الميمونة			IQG14Q04	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Manathera	المناذرة			44.47212041	31.77384861											Al-Manathera	المناذرة			IQG04Q02	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Mejar Al-Kabir	المجر الكبير			47.57897425	31.43234893											Al-Mejar Al-Kabir	المجر الكبير			IQG14Q05	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Midaina	المدينة			47.24594312	30.98203004											Al-Midaina	المدينة			IQG02Q04	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Mosul	الموصل			42.95130484	36.10189624											Al-Mosul	الموصل			IQG15Q05	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Muqdadiya	المقدادية			44.92586587	33.88140255											Al-Muqdadiya	المقدادية			IQG10Q02	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Mussyab	المسيب			44.26624338	32.79954752											Al-Mussyab	المسيب			IQG07Q04	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Najaf	النجف			43.36406551	31.10147171											Al-Najaf	النجف			IQG04Q03	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Namaniya	النعمانية			45.5109603	32.44745348											Al-Namaniya	النعمانية			IQG18Q03	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Nasiriya	الناصرية			46.49065083	31.12150021											Al-Nasiriya	الناصرية			IQG17Q04	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Qurna	القرنة			47.44248986	30.9429355											Al-Qurna	القرنة			IQG02Q05	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Ramadi	الرمادي			42.9873442	33.23666054											Al-Ramadi	الرمادي			IQG01Q03	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Rifai	الرفاعي			46.12463478	31.67120648											Al-Rifai	الرفاعي			IQG17Q02	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Risafa	الرصافة			44.46547655	33.32476346											Al-Risafa	الرصافة			IQG08Q06	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Rumaitha	الرميثة			45.37075592	31.5015658											Al-Rumaitha	الرميثة			IQG03Q02	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Rutba	الرطبة			41.15775902	32.55930058											Al-Rutba	الرطبة			IQG01Q04	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Salman	السلمان			45.34806079	30.25071718											Al-Salman	السلمان			IQG03Q03	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Samawa	السماوة			45.30059456	31.21721949											Al-Samawa	السماوة			IQG03Q04	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Shamiya	الشامية			44.62946774	31.86816666											Al-Shamiya	الشامية			IQG05Q04	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Shatra	الشطرة			46.31536557	31.40972603											Al-Shatra	الشطرة			IQG17Q03	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Shikhan	الشيخان			43.41511987	36.69926531											Al-Shikhan	الشيخان			IQG15Q06	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Shirqat	الشرقاط			43.17633821	35.47424937											Al-Shirqat	الشرقاط			IQG16Q02	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Sulaymaniyah	السليمانية			45.42091634	35.44243222											Al-Sulaymaniyah	السليمانية			IQG06Q01	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Suwaira	الصويرة			45.04697899	32.84099241											Al-Suwaira	الصويرة			IQG18Q04	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Thawra	الثورة			44.46453008	33.38750281											Al-Thawra	الثورة			IQG08Q07	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Zibar	الزيبار			44.09443513	37.0875294											Al-Zibar	الزيبار			IQG11Q01	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Al-Zubair	الزبير			46.86502329	29.90239396											Al-Zubair	الزبير			IQG02Q06	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Ali Al-Gharbi	علي الغربي			46.76495456	32.41860251											Ali Al-Gharbi	علي الغربي			IQG14Q02	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Ana	عنه			41.92242253	34.32307709											Ana	عنه			IQG01Q05	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Aqra	عقرة			43.94570948	36.66734979											Aqra	عقرة			IQG15Q01	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Badra	بدرة			45.85221835	33.06849279											Badra	بدرة			IQG18Q05	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Balad	بلد			43.84030961	33.93638781											Balad	بلد			IQG16Q04	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Baladruz	مندلي			45.44023426	33.56009922											Baladruz	مندلي			IQG10Q03	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Baquba	بعقوبة			44.71339784	33.64663337											Baquba	بعقوبة			IQG10Q04	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Beygee	بيجي			43.03740197	34.88725567											Beygee	بيجي			IQG16Q03	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Chamchamal	جمجمال			45.00142377	35.41470481											Chamchamal	جمجمال			IQG06Q02	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Daquq	داقوق			44.17087323	34.99549076											Daquq	داقوق			IQG13Q02	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Derbendikhan	دربندخان			45.71288115	35.18559939											Derbendikhan	دربندخان			IQG06Q03	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Dibis	دبس			44.13126981	35.66000852											Dibis	دبس			IQG13Q03	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Dokan	دوكان			45.03626386	35.92017933											Dokan	دوكان			IQG06Q04	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Duhok	دهوك			43.10496385	36.9431398											Duhok	دهوك			IQG09Q02	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Erbil	اربيل			43.99399727	36.09096278											Erbil	اربيل			IQG11Q02	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Haditha	حديثة			42.40777028	34.23741106											Haditha	حديثة			IQG01Q06	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Halabcha	حلبجة			46.02188751	35.18720085											Halabcha	حلبجة			IQG06Q05	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Heet	هيت			42.67799095	33.82183068											Heet	هيت			IQG01Q07	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Kalar	كلار			45.32706503	34.83953304											Kalar	كلار			IQG06Q06	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Kerbela	كربلاء			43.90608798	32.49686564											Kerbela	كربلاء			IQG12Q03	Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Khanaqin	خانقين			45.38272477	34.52026775											Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Kifri	كفري			44.95801413	34.5609699											Kifri	كفري			IQG10Q06	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Kirkuk	كركوك			44.52889198	35.51569475											Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Koysinjaq	كويسنجق			44.52556183	36.03550798											Koysinjaq	كويسنجق			IQG11Q03	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Makhmour	مخمور			43.65231708	35.82253361											Makhmour	مخمور			IQG11Q04	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Panjwin	بنجوين			45.93113467	35.6479549											Panjwin	بنجوين			IQG06Q07	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Pshdar	بشدر			45.10193765	36.26506653											Pshdar	بشدر			IQG06Q08	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Qalat Saleh	قلعة صالح			47.3825532	31.47937693											Qalat Saleh	قلعة صالح			IQG14Q06	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Rania	رانية			44.9169195	36.16684287											Rania	رانية			IQG06Q09	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Rawanduz	راوندوز			44.53497504	36.80727353											Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Samarra	سامراء			43.37687254	34.3327134											Samarra	سامراء			IQG16Q05	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Shaqlawa	شقلاوة			44.15234663	36.44832248											Shaqlawa	شقلاوة			IQG11Q06	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Sharbazher	شهربازار			45.62790158	35.70343369											Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Shat Al-Arab	شط العرب			47.89177167	30.72284597											Shat Al-Arab	شط العرب			IQG02Q07	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Sinjar	سنجار			42.0135957	36.33606175											Sinjar	سنجار			IQG15Q07	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Sumail	سميل			42.72697402	36.91272729											Sumail	سميل			IQG09Q03	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Suq Al-Shoyokh	سوق الشيوخ			46.45776666	30.81233528											Suq Al-Shoyokh	سوق الشيوخ			IQG17Q05	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Telafar	تلعفر			42.34836204	36.52473813											Telafar	تلعفر			IQG15Q08	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Tikrit	تكريت			43.85536087	34.7634445											Tikrit	تكريت			IQG16Q06	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Tilkaef	تلكيف			42.99242867	36.57384868											Tilkaef	تلكيف			IQG15Q09	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Tooz Khurmato	طوز خورماتو			44.65947507	34.82482712											Tooz Khurmato	طوز خورماتو			IQG16Q07	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
2	Zakho	زاخو			42.90426545	37.20207249											Zakho	زاخو			IQG09Q04	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Abi Gharaq	ابي غرق			44.35462607	32.47548232						Abi Gharaq	ابي غرق			IQG07Q02N02	Al-Hilla	الحلة			IQG07Q02	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Abu Dalf	ابو دلف			44.04804173	34.56467115						Abu Dalf	ابو دلف			IQG16Q01N02	Al-Daur	الدور			IQG16Q01	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Abu Ghraib	ابي غريب			44.0588476	33.29867439						Abu Ghraib	ابي غريب			IQG08Q02N02	Al-Kadhmiyah	الكاظمية			IQG08Q02	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Agjalare	ئاغجة لةر			44.85661593	35.74200698						Agjalare	ئاغجة لةر			IQG06Q02N01	Chamchamal	جمجمال			IQG06Q02	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Akaika	عكيكة			46.45420826	30.97283865						Akaika	عكيكة			IQG17Q05N04	Suq Al-Shoyokh	سوق الشيوخ			IQG17Q05	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Abbasi	العباسية			43.59748333	35.23594387						Al-Abbasi	العباسية			IQG13Q01N04	Al-Hawiga	الحويجة			IQG13Q01	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Adel	العدل			47.12183374	31.43534398						Al-Adel	العدل			IQG14Q05N02	Al-Mejar Al-Kabir	المجر الكبير			IQG14Q05	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Ahrar	الاحرار			45.6252969	32.33210827						Al-Ahrar	الاحرار			IQG18Q03N01	Al-Namaniya	النعمانية			IQG18Q03	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Alam	العلم			43.84180187	34.81112971						Al-Alam	العلم			IQG16Q06N02	Tikrit	تكريت			IQG16Q06	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Amirya	العامرية			43.78057563	32.9865368						Al-Amirya	العامرية			IQG01Q01N01	Al-Falluja	الفلوجة			IQG01Q01	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Atheem	العظيم			44.64628854	34.2883664						Al-Atheem	العظيم			IQG10Q01N01	Al-Khalis	الخالص			IQG10Q01	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Ayadiya	العياضية			42.42553749	36.53612132						Al-Ayadiya	العياضية			IQG15Q08N02	Telafar	تلعفر			IQG15Q08	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Aziz	العزير			47.49078385	31.40664918						Al-Aziz	العزير			IQG14Q05N01	Al-Mejar Al-Kabir	المجر الكبير			IQG14Q05	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Aziziya	العزيزية			45.19499393	32.94130858						Al-Aziziya	العزيزية			IQG18Q04N05	Al-Suwaira	الصويرة			IQG18Q04	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Baghdady	البغدادي			42.67994975	34.04577009						Al-Baghdady	البغدادي			IQG01Q07N01	Heet	هيت			IQG01Q07	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Bahhar	البحار			48.15456809	30.11557812						Al-Bahhar	البحار			IQG02Q03N01	Al-Faw	الفاو			IQG02Q03	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Bashaer	البشائر			46.16067065	32.19577133						Al-Bashaer	البشائر			IQG18Q01N01	Al-Hai	الحي			IQG18Q01	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Battha'a	البطحاء			45.98620542	31.09441659						Al-Battha'a	البطحاء			IQG17Q04N01	Al-Nasiriya	الناصرية			IQG17Q04	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Bdair	البدير			45.46867947	31.88080512						Al-Bdair	البدير			IQG05Q01N01	Afaq	عفك			IQG05Q01	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Daghara	الدغارة			44.90717142	32.14888375						Al-Daghara	الدغارة			IQG05Q02N01	Al-Diwaniya	الديوانية			IQG05Q02	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Dair	الدير			47.45085681	30.78059436						Al-Dair	الدير			IQG02Q05N01	Al-Qurna	القرنة			IQG02Q05	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Dawaya	الدواية			46.4251273	31.47992067						Al-Dawaya	الدواية			IQG17Q03N03	Al-Shatra	الشطرة			IQG17Q03	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Dujeel	الدجيل			43.90980035	33.79606974						Al-Dujeel	الدجيل			IQG16Q04N04	Balad	بلد			IQG16Q04	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Duloeyah	الضلوعية			44.2534233	34.1105964						Al-Duloeyah	الضلوعية			IQG16Q04N03	Balad	بلد			IQG16Q04	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Duski	الدوسكي			43.03689886	37.02045011						Al-Duski	الدوسكي			IQG09Q02N01	Duhok	دهوك			IQG09Q02	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Emam	الامام			44.5672432	32.62159713						Al-Emam	الامام			IQG07Q03N02	Al-Mahaweel	المحاويل			IQG07Q03	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Esshaqi	الاسحاقي			43.64525092	33.95902668						Al-Esshaqi	الاسحاقي			IQG16Q04N02	Balad	بلد			IQG16Q04	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Fadhliya	الفضلية			46.3795129	30.79915097						Al-Fadhliya	الفضلية			IQG17Q05N03	Suq Al-Shoyokh	سوق الشيوخ			IQG17Q05	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Fahama	الفحامة			44.4042278	33.44261688						Al-Fahama	الفحامة			IQG08Q01N02	Al-Adhamiya	الاعظمية			IQG08Q01	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Fajer	الفجر			45.8706125	31.88514481						Al-Fajer	الفجر			IQG17Q02N01	Al-Rifai	الرفاعي			IQG17Q02	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Fawwar	الفوار			45.28729771	32.1891212						Al-Fawwar	الفوار			IQG05Q01N02	Afaq	عفك			IQG05Q01	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Forat	الفرات			43.01753123	33.94490121						Al-Forat	الفرات			IQG01Q07N02	Heet	هيت			IQG01Q07	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Fuhood	الفهود			46.71331329	30.78874197						Al-Fuhood	الفهود			IQG17Q01N01	Al-Chibayish	الجبايش			IQG17Q01	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Garma	الكرمة			43.88492282	33.52738421						Al-Garma	الكرمة			IQG01Q01N02	Al-Falluja	الفلوجة			IQG01Q01	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Gharraf	القراف			46.18956015	31.24505989						Al-Gharraf	القراف			IQG17Q03N02	Al-Shatra	الشطرة			IQG17Q03	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Habbaniya	الحبانية			43.46585306	33.32906009						Al-Habbaniya	الحبانية			IQG01Q03N01	Al-Ramadi	الرمادي			IQG01Q03	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Hafriya	الحفرية			44.81778377	33.06015987						Al-Hafriya	الحفرية			IQG18Q04N04	Al-Suwaira	الصويرة			IQG18Q04	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Hammar	الحمار			46.8422699	30.89421308						Al-Hammar	الحمار			IQG17Q01N02	Al-Chibayish	الجبايش			IQG17Q01	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Haqlaniya	الحقلانية			42.16881759	34.069414						Al-Haqlaniya	الحقلانية			IQG01Q06N01	Haditha	حديثة			IQG01Q06	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Hartha	الهارثة			47.56599349	30.61596978						Al-Hartha	الهارثة			IQG02Q02N01	Al-Basrah	البصرة			IQG02Q02	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Hassainya	الحسينية			44.16970023	32.71392023						Al-Hassainya	الحسينية			IQG12Q03N02	Kerbela	كربلاء			IQG12Q03	Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Haydariya	الحيدرية			44.06825818	32.19103408						Al-Haydariya	الحيدرية			IQG04Q03N01	Al-Najaf	النجف			IQG04Q03	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Heera	الحيرة			44.47212041	31.77384861						Al-Heera	الحيرة			IQG04Q02N01	Al-Manathera	المناذرة			IQG04Q02	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Hilal	الهلال			45.08859055	31.38600628						Al-Hilal	الهلال			IQG03Q02N01	Al-Rumaitha	الرميثة			IQG03Q02	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Howweir	الهوير			47.23633339	31.14717189						Al-Howweir	الهوير			IQG02Q04N01	Al-Midaina	المدينة			IQG02Q04	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Huriya	الحرية			44.47799514	32.07646861						Al-Huriya	الحرية			IQG04Q01N01	Al-Kufa	الكوفة			IQG04Q01	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
